"idC" "idL" "idD" "id" "year" "DOY" "sp" "tree" "phase" "date" "TWood" "type" "Cells" "X" "Y" "Area.zone" "Area.v" "X.v" "Y.v" "Feret.v" "FeretX.v" "FeretY.v" "FeretAngle.v" "MinFeret.v" "X.cor" "Y.cor"
804 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 59.983 1648.126 572852.466 NA NA NA NA NA NA NA NA 45.3973306955174 1641.21760151939
805 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 48.474 1652.31 572852.466 NA NA NA NA NA NA NA NA 33.9433976146777 1645.55007817595
806 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 69.05 1655.449 572852.466 NA NA NA NA NA NA NA NA 54.5582685896089 1648.42274099761
807 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 27.55 1655.798 572852.466 NA NA NA NA NA NA NA NA 13.0662515550776 1649.30836134864
808 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 181.343 1657.541 572852.466 NA NA NA NA NA NA NA NA 166.868931751039 1649.06247003379
809 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 170.183 1657.716 572852.466 NA NA NA NA NA NA NA NA 155.712127851367 1649.38176886602
810 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 190.759 1659.634 572852.466 NA NA NA NA NA NA NA NA 176.311209691877 1651.03353377907
811 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 133.915 1660.506 572852.466 NA NA NA NA NA NA NA NA 119.483238691481 1652.6405284829
812 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 142.982 1665.737 572852.466 NA NA NA NA NA NA NA NA 128.617124276636 1657.75384287939
813 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 71.491 1667.306 572852.466 NA NA NA NA NA NA NA NA 57.1523910807986 1660.24718426149
814 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 102.18 1668.527 572852.466 2844.873 102.519 1670.425 71.264 1017 14369 77.494 53.008 87.8546142178049 1661.07123307405
815 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 24.76 1670.619 572852.466 NA NA NA NA NA NA NA NA 10.4681398403029 1664.16420048743
816 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 154.49 1671.316 572852.466 NA NA NA NA NA NA NA NA 140.196305859894 1663.18356284104
817 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 182.389 1673.932 572852.466 NA NA NA NA NA NA NA NA 168.126801460055 1665.43857337967
818 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 169.137 1679.512 572852.466 NA NA NA NA NA NA NA NA 154.94806623094 1671.18947259292
819 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 135.31 1682.65 572852.466 NA NA NA NA NA NA NA NA 121.164473069155 1674.76463777497
820 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 156.234 1686.835 572852.466 NA NA NA NA NA NA NA NA 142.140841101252 1678.67871304022
821 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 144.028 1689.276 572852.466 NA NA NA NA NA NA NA NA 129.967427018287 1681.27734856
822 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 181.343 1689.625 572852.466 NA NA NA NA NA NA NA NA 167.283820030147 1681.14378739632
823 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 169.486 1692.764 572852.466 NA NA NA NA NA NA NA NA 155.468402823455 1684.43585152568
824 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 19.878 1694.333 572852.466 NA NA NA NA NA NA NA NA 5.8932012193967 1687.93934836531
825 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 50.915 1696.774 572852.466 3041.306 52.132 1693.165 73.793 455 14140 66.979 57.478 36.9591714622088 1689.9787950728
826 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 86.138 1701.308 572852.466 NA NA NA NA NA NA NA NA 72.2378569415174 1694.05693629792
827 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 187.62 1702.005 572852.466 NA NA NA NA NA NA NA NA 173.720384859345 1693.44158241005
828 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 157.977 1702.005 572852.466 NA NA NA NA NA NA NA NA 144.079863397629 1693.82490535162
829 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 148.213 1702.005 572852.466 NA NA NA NA NA NA NA NA 134.316679794343 1693.95116670174
830 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 141.238 1703.051 572852.466 NA NA NA NA NA NA NA NA 127.355789149045 1695.08727515792
831 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 120.314 1704.795 572852.466 NA NA NA NA NA NA NA NA 106.456090877789 1697.10170415157
832 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 174.019 1704.795 572852.466 NA NA NA NA NA NA NA NA 160.156600445021 1696.40722793198
833 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 131.473 1706.19 572852.466 NA NA NA NA NA NA NA NA 117.63219702409 1698.35228697834
834 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 92.764 1711.421 572852.466 NA NA NA NA NA NA NA NA 78.9940773009111 1704.08340783358
835 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 20.227 1712.729 572852.466 NA NA NA NA NA NA NA NA 6.48005649124514 1706.32929719313
836 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 190.759 1713.514 572852.466 NA NA NA NA NA NA NA NA 177.007948891425 1704.90902871404
837 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 157.977 1716.652 572852.466 NA NA NA NA NA NA NA NA 144.269268354121 1708.47068067294
838 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 115.78 1717.001 572852.466 NA NA NA NA NA NA NA NA 102.080309597806 1709.36531414984
839 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 139.843 1718.047 572852.466 NA NA NA NA NA NA NA NA 126.154823774177 1710.10006048138
840 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 181.691 1719.442 572852.466 NA NA NA NA NA NA NA NA 168.017363923062 1710.95379421211
841 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 106.016 1720.837 572852.466 NA NA NA NA NA NA NA NA 92.366730515112 1713.32725476074
842 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 124.15 1721.534 572852.466 NA NA NA NA NA NA NA NA 110.508227403991 1713.78970003403
843 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 151.351 1723.627 572852.466 NA NA NA NA NA NA NA NA 137.734018288749 1715.53078035942
844 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 80.558 1725.022 572852.466 NA NA NA NA NA NA NA NA 66.9649766824409 1717.84111023299
845 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 89.625 1727.463 572852.466 NA NA NA NA NA NA NA NA 76.0627839014732 1720.16465790957
846 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 145.772 1731.299 572852.466 NA NA NA NA NA NA NA NA 132.254693806505 1723.2742826819
847 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 171.229 1731.299 572852.466 NA NA NA NA NA NA NA NA 157.709565271975 1722.94509022082
848 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 55.1 1731.997 572852.466 NA NA NA NA NA NA NA NA 41.5993012158935 1725.14473242515
849 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 68.701 1733.043 572852.466 NA NA NA NA NA NA NA NA 55.2126901508087 1726.01476616399
850 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 113.339 1733.391 572852.466 NA NA NA NA NA NA NA NA 99.8514579338185 1725.78550907134
851 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 126.242 1733.391 572852.466 NA NA NA NA NA NA NA NA 112.753379076096 1725.6186563265
852 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 159.721 1735.484 572852.466 NA NA NA NA NA NA NA NA 146.256645038836 1727.27855386246
853 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 187.969 1736.181 572852.466 NA NA NA NA NA NA NA NA 174.511296266473 1727.61021182573
854 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 80.558 1742.807 572852.466 NA NA NA NA NA NA NA NA 67.1949601023364 1735.62462317691
855 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 100.087 1743.505 572852.466 NA NA NA NA NA NA NA NA 86.7313532824827 1736.07002918353
856 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 110.549 1745.248 572852.466 NA NA NA NA NA NA NA NA 97.2150178042803 1737.67759603887
857 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 161.813 1745.946 572852.466 NA NA NA NA NA NA NA NA 148.483757527879 1737.71262679498
858 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 66.609 1746.643 572852.466 NA NA NA NA NA NA NA NA 53.2967309397824 1739.64068133699
859 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 186.574 1749.782 572852.466 NA NA NA NA NA NA NA NA 173.292291708544 1741.22811378924
860 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 173.322 1752.921 572852.466 NA NA NA NA NA NA NA NA 160.081991141899 1744.53821710166
861 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 30.34 1754.839 572852.466 2679.55 31.264 1753.305 64.865 300 12674 90 54.529 17.1367485471159 1748.30500187365
862 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 91.369 1754.926 572852.466 NA NA NA NA NA NA NA NA 78.1617707575196 1747.60280943583
863 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 101.482 1755.013 572852.466 NA NA NA NA NA NA NA NA 88.2750502042103 1747.55902778279
864 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 74.978 1759.808 572852.466 NA NA NA NA NA NA NA NA 61.8352719322249 1752.69635840562
865 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 175.065 1765.824 572852.466 NA NA NA NA NA NA NA NA 161.991698149387 1757.41759896359
866 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 58.239 1769.311 572852.466 NA NA NA NA NA NA NA NA 45.2205578063317 1762.41502109731
867 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 81.953 1770.357 572852.466 NA NA NA NA NA NA NA NA 68.9461011636177 1763.15428045744
868 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 97.297 1770.357 572852.466 NA NA NA NA NA NA NA NA 84.2888182067163 1762.95586237508
869 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 186.225 1771.055 572852.466 NA NA NA NA NA NA NA NA 173.218408732666 1762.50384811983
870 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 73.932 1774.194 572852.466 NA NA NA NA NA NA NA NA 60.9753892748887 1767.09468170438
871 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 65.214 1775.588 572852.466 NA NA NA NA NA NA NA NA 52.276144464219 1768.6013003436
872 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 177.855 1778.378 572852.466 NA NA NA NA NA NA NA NA 164.943804585535 1769.93447092066
873 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 141.238 1780.994 572852.466 4057.589 138.884 1777.681 884.771 1422 13169 67.261 769.171 128.363694557924 1773.02375811479
874 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 55.1 1781.168 572852.466 NA NA NA NA NA NA NA NA 42.2351468577084 1774.31162109344
875 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 186.225 1786.051 572852.466 NA NA NA NA NA NA NA NA 173.412326717752 1777.49859426023
876 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 74.978 1786.748 572852.466 NA NA NA NA NA NA NA NA 62.1836415319991 1779.6341058731
877 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 20.924 1789.887 572852.466 NA NA NA NA NA NA NA NA 8.17475254039918 1783.47183266028
878 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 43.592 1791.979 572852.466 NA NA NA NA NA NA NA NA 30.8679095112849 1785.27053071575
879 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 59.983 1791.979 572852.466 NA NA NA NA NA NA NA NA 47.2575390116387 1785.0585735476
880 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 100.436 1793.025 572852.466 NA NA NA NA NA NA NA NA 87.7206827719767 1785.58137564231
881 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 84.743 1796.861 572852.466 NA NA NA NA NA NA NA NA 72.0785994303844 1789.61998601404
882 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 69.747 1800.349 572852.466 NA NA NA NA NA NA NA NA 57.1289577132952 1793.3016123572
883 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 106.364 1806.626 572852.466 NA NA NA NA NA NA NA NA 93.8240659165117 1799.10458159323
884 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 175.414 1806.626 572852.466 NA NA NA NA NA NA NA NA 162.86829244323 1798.21167435995
885 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 187.969 1806.975 572852.466 NA NA NA NA NA NA NA NA 175.426755711403 1798.39829253148
886 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 96.251 1807.672 572852.466 NA NA NA NA NA NA NA NA 83.7254376486088 1800.28126851281
887 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 78.466 1809.765 572852.466 NA NA NA NA NA NA NA NA 65.9689899449385 1802.60407693083
888 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 64.516 1809.765 572852.466 NA NA NA NA NA NA NA NA 52.020156345406 1802.78446876145
889 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 49.869 1812.903 572852.466 NA NA NA NA NA NA NA NA 37.4149594874939 1806.11161134054
890 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 121.709 1814.56 572852.466 NA NA NA NA NA NA NA NA 109.270379921454 1806.83948719451
891 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Vessel" "07_Mature Vessels" 22.319 1815.17 572852.466 1024.765 26.256 1814.084 42.786 211 12107 110.392 31.474 9.8965783127908 1808.73467949134
892 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 161.116 1816.739 572852.466 NA NA NA NA NA NA NA NA 148.702262319712 1808.50872071022
893 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 151.003 1818.134 572852.466 NA NA NA NA NA NA NA NA 138.608147080403 1810.03437844889
894 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 140.541 1818.134 572852.466 NA NA NA NA NA NA NA NA 128.147021838947 1810.16966585619
895 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 168.788 1821.97 572852.466 NA NA NA NA NA NA NA NA 156.441264544915 1813.64007428977
896 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 119.616 1822.319 572852.466 NA NA NA NA NA NA NA NA 107.277888988834 1814.62490368198
897 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 182.389 1822.668 572852.466 NA NA NA NA NA NA NA NA 170.05015338255 1814.16213712591
898 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Axial Parenchyma" "06_Mature Axial Parenchyma" 155.885 1826.417 572852.466 NA NA NA NA NA NA NA NA 143.596848956097 1818.25355520787
899 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 107.411 1827.201 572852.466 NA NA NA NA NA NA NA NA 95.137040159786 1819.66432217127
900 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 126.242 1828.248 572852.466 NA NA NA NA NA NA NA NA 113.980004730356 1820.46772505416
901 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 118.221 1830.689 572852.466 NA NA NA NA NA NA NA NA 105.991240727251 1823.01224302476
902 "St.Fs.55.06_28_2018.179.M" "St.Fs.55.06_28_2018" "Fs.55" 2018 179 "Fs" 55 "M" "06_28_2018" "DP" "Fibers" "05_Mature Fibers" 138.797 1832.781 572852.466 NA NA NA NA NA NA NA NA 126.592572616401 1824.83799338917
